x_m,y_m,yaw,curvature
178.532107,3.830396,0.193877003,0.005000000
179.061954,3.935171,0.196577538,0.005000000
179.591516,4.041376,0.199278073,0.005000000
180.120789,4.149012,0.201978607,0.005000000
180.649769,4.258076,0.204679142,0.005000000
181.178453,4.368568,0.207379677,0.005000000
181.706837,4.480488,0.210080212,0.005000000
182.234916,4.593834,0.212780746,0.005000000
182.762688,4.708606,0.215481281,0.005000000
183.290148,4.824802,0.218181816,0.005000000
183.817292,4.942423,0.220882351,0.005000000
184.344116,5.061467,0.223582885,0.005000000
184.870617,5.181933,0.226283420,0.005000000
185.396791,5.303820,0.228983955,0.005000000
185.922633,5.427128,0.231684490,0.005000000
186.448141,5.551856,0.234385024,0.005000000
186.973310,5.678002,0.237085559,0.005000000
187.498136,5.805566,0.239786094,0.005000000
188.022616,5.934547,0.242486629,0.005000000
188.546746,6.064944,0.245187164,0.005000000
189.070522,6.196756,0.247887698,0.005000000
189.593940,6.329981,0.250588233,0.005000000
190.116996,6.464620,0.253288768,0.005000000
190.639687,6.600671,0.255989303,0.005000000
191.162008,6.738133,0.258689837,0.005000000
191.683956,6.877005,0.261390372,0.005000000
192.205527,7.017286,0.264090907,0.005000000
192.726718,7.158974,0.266791442,0.005000000
193.247524,7.302070,0.269491976,0.005000000
193.767942,7.446572,0.272192511,0.005000000
194.287967,7.592479,0.274893046,0.005000000
194.807597,7.739789,0.277593581,0.005000000
195.326827,7.888503,0.280294115,0.005000000
195.845653,8.038618,0.282994650,0.005000000
196.364072,8.190133,0.285695185,0.005000000
196.882080,8.343048,0.288395720,0.005000000
197.399674,8.497361,0.291096254,0.005000000
197.916848,8.653072,0.293796789,0.005000000
198.433600,8.810178,0.296497324,0.005000000
198.949927,8.968680,0.299197859,0.005000000
199.465823,9.128575,0.301898393,0.005000000
199.981285,9.289863,0.304598928,0.005000000
200.496310,9.452542,0.307299463,0.005000000
201.010894,9.616612,0.309999998,0.005000000
201.525033,9.782070,0.312700533,0.005000000
202.038723,9.948917,0.315401067,0.005000000
202.551961,10.117150,0.318101602,0.005000000
203.064742,10.286768,0.320802137,0.005000000
203.577064,10.457771,0.323502672,0.005000000
204.088922,10.630157,0.326203206,0.005000000
204.600312,10.803924,0.328903741,0.005000000
205.111232,10.979072,0.331604276,0.005000000
205.621676,11.155598,0.334304811,0.005000000
206.131642,11.333503,0.337005345,0.005000000
206.641126,11.512784,0.339705880,0.005000000
207.150124,11.693440,0.342406415,0.005000000
207.658632,11.875470,0.345106950,0.005000000
208.166646,12.058873,0.347807484,0.005000000
208.674164,12.243647,0.350508019,0.005000000
209.181180,12.429791,0.353208554,0.005000000
209.687692,12.617304,0.355909089,0.005000000
210.193696,12.806183,0.358609623,0.005000000
210.699188,12.996429,0.361310158,0.005000000
211.204164,13.188039,0.364010693,0.005000000
211.708621,13.381011,0.366711228,0.005000000
212.212555,13.575346,0.369411762,0.005000000
212.715962,13.771041,0.372112297,0.005000000
213.218839,13.968094,0.374812832,0.005000000
213.721183,14.166505,0.377513367,0.005000000
214.222988,14.366271,0.380213901,0.005000000
214.724252,14.567392,0.382914436,0.005000000
215.224971,14.769866,0.385614971,0.005000000
215.725142,14.973691,0.388315506,0.005000000
216.224760,15.178867,0.391016041,0.005000000
216.723822,15.385391,0.393716575,0.005000000
217.222325,15.593261,0.396417110,0.005000000
217.720265,15.802478,0.399117645,0.005000000
218.217638,16.013038,0.401818180,0.005000000
218.714440,16.224941,0.404518714,0.005000000
219.210668,16.438184,0.407219249,0.005000000
219.706319,16.652767,0.409919784,0.005000000
220.201388,16.868687,0.412620319,0.005000000
220.695873,17.085944,0.415320853,0.005000000
221.189769,17.304535,0.418021388,0.005000000
221.683072,17.524460,0.420721923,0.005000000
222.175781,17.745715,0.423422458,0.005000000
222.667889,17.968301,0.426122992,0.005000000
223.159395,18.192214,0.428823527,0.005000000
223.650295,18.417454,0.431524062,0.005000000
224.140584,18.644019,0.434224597,0.005000000
224.630260,18.871908,0.436925131,0.005000000
225.119318,19.101117,0.439625666,0.005000000
225.607756,19.331647,0.442326201,0.005000000
226.095570,19.563495,0.445026736,0.005000000
226.582755,19.796659,0.447727270,0.005000000
227.069309,20.031138,0.450427805,0.005000000
227.555228,20.266930,0.453128340,0.005000000
228.040509,20.504034,0.455828875,0.005000000
228.525147,20.742447,0.458529410,0.005000000
229.009140,20.982168,0.461229944,0.005000000
229.492484,21.223196,0.463930479,0.005000000
229.975175,21.465527,0.466631014,0.005000000
230.457210,21.709162,0.469331549,0.005000000
230.938585,21.954097,0.472032083,0.005000000
231.419297,22.200331,0.474732618,0.005000000
231.899342,22.447863,0.477433153,0.005000000
232.378718,22.696690,0.480133688,0.005000000
232.857419,22.946810,0.482834222,0.005000000
233.335443,23.198223,0.485534757,0.005000000
233.812786,23.450926,0.488235292,0.005000000
234.289446,23.704916,0.490935827,0.005000000
234.765417,23.960193,0.493636361,0.005000000
235.240698,24.216755,0.496336896,0.005000000
235.715284,24.474599,0.499037431,0.005000000
236.189172,24.733722,0.501722864,0.004913102
236.662372,24.994102,0.504340000,0.004778075
237.134898,25.255701,0.506884207,0.004643048
237.606767,25.518485,0.509355485,0.004508021
238.077994,25.782418,0.511753834,0.004372995
238.548597,26.047462,0.514079254,0.004237968
239.018591,26.313583,0.516331746,0.004102941
239.487995,26.580745,0.518511309,0.003967914
239.956826,26.848912,0.520617942,0.003832888
240.425100,27.118049,0.522651647,0.003697861
240.892835,27.388121,0.524612423,0.003562834
241.360050,27.659092,0.526500270,0.003427807
241.826763,27.930928,0.528315188,0.003292781
242.292991,28.203594,0.530057178,0.003157754
242.758754,28.477054,0.531726238,0.003022727
243.224070,28.751274,0.533322370,0.002887701
243.688957,29.026220,0.534845572,0.002752674
244.153435,29.301857,0.536295846,0.002617647
244.617523,29.578150,0.537673191,0.002482620
245.081240,29.855065,0.538977607,0.002347594
245.544606,30.132567,0.540209094,0.002212567
246.007640,30.410624,0.541367653,0.002077540
246.470361,30.689200,0.542453282,0.001942513
246.932790,30.968261,0.543465983,0.001807487
247.394946,31.247773,0.544405754,0.001672460
247.856849,31.527703,0.545272597,0.001537433
248.318520,31.808016,0.546066511,0.001402406
248.779979,32.088679,0.546787496,0.001267380
249.241245,32.369657,0.547435552,0.001132353
249.702339,32.650918,0.548010679,0.000997326
250.163282,32.932427,0.548512878,0.000862299
250.624094,33.214151,0.548942147,0.000727273
251.084794,33.496055,0.549298488,0.000592246
251.545405,33.778107,0.549581900,0.000457219
252.005946,34.060273,0.549792382,0.000322193
252.466438,34.342519,0.549929936,0.000187166
252.926901,34.624811,0.549994562,0.000052139
253.387356,34.907118,0.549999998,0.000000000
253.847810,35.189425,0.549999998,0.000000000
254.308265,35.471732,0.549999998,0.000000000
254.768719,35.754039,0.549999998,0.000000000
255.229174,36.036346,0.549999998,0.000000000
255.689628,36.318653,0.549999998,0.000000000
256.150083,36.600960,0.549999998,0.000000000
256.610537,36.883267,0.549999998,0.000000000
257.070991,37.165574,0.549999998,0.000000000
257.531446,37.447881,0.549999998,0.000000000
257.991900,37.730188,0.549999998,0.000000000
258.452355,38.012495,0.549999998,0.000000000
258.912809,38.294802,0.549999998,0.000000000
259.373263,38.577109,0.549999998,0.000000000
259.833718,38.859416,0.549999998,0.000000000
260.294172,39.141723,0.549999998,0.000000000
260.754627,39.424030,0.549999998,0.000000000
261.215081,39.706337,0.549999998,0.000000000
261.675536,39.988644,0.549999998,0.000000000
262.135990,40.270951,0.549999998,0.000000000
262.596444,40.553258,0.549999998,0.000000000
263.056899,40.835565,0.549999998,0.000000000
263.517353,41.117872,0.549999998,0.000000000
263.977808,41.400179,0.549999998,0.000000000
264.438262,41.682486,0.549999998,0.000000000
264.898717,41.964793,0.549999998,0.000000000
265.359171,42.247100,0.549999998,0.000000000
265.819625,42.529407,0.549999998,0.000000000
266.280080,42.811714,0.549999998,0.000000000
266.740534,43.094021,0.549999998,0.000000000
267.200989,43.376328,0.549999998,0.000000000
267.661443,43.658635,0.549999998,0.000000000
268.121898,43.940942,0.549999998,0.000000000
268.582352,44.223249,0.549999998,0.000000000
269.042806,44.505556,0.549999998,0.000000000
269.503261,44.787863,0.549999998,0.000000000
269.963715,45.070170,0.549999998,0.000000000
270.424170,45.352477,0.549999998,0.000000000
270.884624,45.634784,0.549999998,0.000000000
271.345078,45.917091,0.549999998,0.000000000
271.805533,46.199398,0.549999998,0.000000000
272.265987,46.481705,0.549999998,0.000000000
272.726442,46.764012,0.549999998,0.000000000
273.186896,47.046319,0.549999998,0.000000000
273.647351,47.328626,0.549999998,0.000000000
274.107805,47.610933,0.549999998,0.000000000
274.568259,47.893240,0.549999998,0.000000000
275.028714,48.175547,0.549999998,0.000000000
275.489168,48.457854,0.549999998,0.000000000
275.949623,48.740161,0.549999998,0.000000000
276.410077,49.022468,0.549999998,0.000000000
276.870532,49.304775,0.549999998,0.000000000
277.330986,49.587082,0.549999998,0.000000000
277.791440,49.869389,0.549999998,0.000000000
278.251895,50.151696,0.549999998,0.000000000
278.712349,50.434003,0.549999998,0.000000000
279.172804,50.716310,0.549999998,0.000000000
279.633258,50.998617,0.549999998,0.000000000
280.093712,51.280924,0.549999998,0.000000000
280.554167,51.563231,0.549999998,0.000000000
281.014621,51.845538,0.549999998,0.000000000
281.475076,52.127845,0.549999998,0.000000000
281.935530,52.410152,0.549999998,0.000000000
282.395985,52.692459,0.549999998,0.000000000
282.856439,52.974766,0.549999998,0.000000000
283.316893,53.257073,0.549999998,0.000000000
283.777348,53.539380,0.549999998,0.000000000
284.237802,53.821687,0.549999998,0.000000000
284.698257,54.103994,0.549999998,0.000000000
285.158711,54.386301,0.549999998,0.000000000
285.619166,54.668608,0.549999998,0.000000000
286.079620,54.950915,0.549999998,0.000000000
286.540074,55.233222,0.549999998,0.000000000
287.000529,55.515529,0.549999998,0.000000000
287.460983,55.797836,0.549999998,0.000000000
287.921438,56.080143,0.549999998,0.000000000
288.381892,56.362450,0.549999998,0.000000000
288.842346,56.644757,0.549999998,0.000000000
289.302801,56.927064,0.549999998,0.000000000
289.763255,57.209371,0.549999998,0.000000000
290.223710,57.491678,0.549999998,0.000000000
290.684164,57.773985,0.549999998,0.000000000
291.144619,58.056292,0.549999998,0.000000000
291.605073,58.338599,0.549999998,0.000000000
292.065527,58.620906,0.549999998,0.000000000
292.525982,58.903213,0.549999998,0.000000000
292.986436,59.185520,0.549999998,0.000000000
293.446891,59.467827,0.549999998,0.000000000
293.907345,59.750134,0.549999998,0.000000000
294.367800,60.032441,0.549999998,0.000000000
294.828254,60.314748,0.549999998,0.000000000
295.288708,60.597055,0.549999998,0.000000000
295.749163,60.879362,0.549999998,0.000000000
296.209617,61.161669,0.549999998,0.000000000
296.670072,61.443976,0.549999998,0.000000000
297.130526,61.726283,0.549999998,0.000000000
297.590980,62.008590,0.549999998,0.000000000
298.051435,62.290897,0.549999998,0.000000000
298.511889,62.573204,0.549999998,0.000000000
298.972344,62.855511,0.549999998,0.000000000
299.432798,63.137818,0.549999998,0.000000000
299.893253,63.420125,0.549999998,0.000000000
300.353707,63.702433,0.549999998,0.000000000
300.814161,63.984740,0.549999998,0.000000000
301.274616,64.267047,0.549999998,0.000000000
301.735070,64.549354,0.549999998,0.000000000
302.195525,64.831661,0.549999998,0.000000000
302.655979,65.113968,0.549999998,0.000000000
